claim_id,policy_id,insured_name,line_of_business,loss_date,loss_type,claim_status,reserve_amount,paid_amount,adjuster_notes,litigation_flag,pii_flag,data_sensitivity,source_system,created_timestamp,updated_timestamp,created_by,updated_by
CLM-000187,POL-000200,Lang Ltd,Commercial Property,2025-11-02,Workers Compensation,Denied,419144.3,342588.28,Additional documentation requested from insured regarding Workers Compensation.,False,False,internal,adjuster_workbench,2025-11-12T15:49:58.138487,2026-02-15T15:49:58.138487,claims_manager_001,claims_adjuster_001
CLM-000188,POL-000298,Hanson PLC,General Liability,2025-03-16,Hail,Open,196705.32,183927.56,Coverage review in progress. Adjuster evaluating damages related to Hail.,False,True,restricted,fnol_portal,2025-03-21T15:49:58.138487,2025-05-21T15:49:58.138487,claims_adjuster_001,claims_adjuster_002
CLM-000189,POL-000008,"Phillips, Williams and Hampton",Workers Compensation,2025-09-15,Theft,Pending Documents,33326.05,7622.6,Claim file updated after inspection. Current status: Pending Documents.,False,True,internal,adjuster_workbench,2025-09-15T15:49:58.138487,2025-12-25T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000190,POL-000216,"Watson, Mcgee and Johnson",Commercial Property,2025-12-31,Theft,In Review,122508.26,57572.02,Claim file updated after inspection. Current status: In Review.,False,False,restricted,fnol_portal,2025-12-31T15:49:58.138487,2026-02-28T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000191,POL-000096,Decker-Ward,Workers Compensation,2025-10-04,General Liability,Denied,192214.95,77130.55,Initial review completed for General Liability. Claim status is currently Denied.,False,True,confidential,claims_core_system,2025-10-11T15:49:58.138487,2026-02-01T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000192,POL-000061,Davis Ltd,Workers Compensation,2026-04-26,Fire,Litigation,89899.0,65249.93,Initial review completed for Fire. Claim status is currently Litigation.,True,False,restricted,claims_core_system,2026-05-03T15:49:58.138487,2026-06-09T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000193,POL-000075,Sullivan-Browning,Commercial Property,2024-04-18,Theft,In Review,161156.96,144413.98,Additional documentation requested from insured regarding Theft.,False,False,restricted,adjuster_workbench,2024-04-22T15:49:58.138487,2024-05-04T15:49:58.138487,claims_manager_001,claims_adjuster_001
CLM-000194,POL-000073,Walsh Inc,General Liability,2025-07-12,Workers Compensation,Litigation,242141.61,213915.96,Additional documentation requested from insured regarding Workers Compensation.,True,False,restricted,fnol_portal,2025-07-16T15:49:58.138487,2025-09-09T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000195,POL-000046,Wilkinson Group,Umbrella,2025-01-26,Water Damage,Litigation,462467.66,300636.16,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,confidential,claims_core_system,2025-01-26T15:49:58.138487,2025-03-21T15:49:58.138487,claims_adjuster_001,claims_manager_001
CLM-000196,POL-000276,"Williams, Cross and Brady",General Liability,2025-09-27,Theft,Denied,62038.66,9733.81,Initial review completed for Theft. Claim status is currently Denied.,False,False,confidential,claims_core_system,2025-09-27T15:49:58.138487,2025-10-09T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000197,POL-000138,Andrews-Mcintyre,Commercial Auto,2025-06-17,Workers Compensation,Litigation,354994.62,90860.57,Claim file updated after inspection. Current status: Litigation.,True,False,internal,fnol_portal,2025-06-24T15:49:58.138487,2025-10-19T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000198,POL-000187,Patterson Group,General Liability,2025-05-01,Windstorm,In Review,484369.93,198528.3,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,confidential,claims_core_system,2025-05-07T15:49:58.138487,2025-08-08T15:49:58.138487,claims_manager_001,claims_manager_001
CLM-000199,POL-000151,Lane PLC,Workers Compensation,2024-11-17,Hail,Litigation,321130.2,159987.69,Pending supervisor review due to complexity of Hail claim.,False,True,confidential,claims_core_system,2024-11-22T15:49:58.138487,2025-02-27T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000200,POL-000272,"Valencia, Perkins and Frazier",General Liability,2026-04-08,Fire,Closed,5402.16,528.73,Initial review completed for Fire. Claim status is currently Closed.,False,True,confidential,fnol_portal,2026-04-09T15:49:58.138487,2026-04-09T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000201,POL-000164,Nelson Ltd,Umbrella,2024-03-22,Hail,Litigation,195060.41,160352.04,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2024-03-23T15:49:58.138487,2024-07-16T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000202,POL-000045,Williams-Soto,Commercial Property,2025-03-18,Windstorm,Litigation,15225.42,14011.44,Additional documentation requested from insured regarding Windstorm.,False,False,internal,claims_core_system,2025-03-18T15:49:58.138487,2025-04-30T15:49:58.138487,claims_manager_001,claims_manager_001
CLM-000203,POL-000264,"Carrillo, Farrell and Anderson",Commercial Auto,2025-09-30,Property Damage,Litigation,386187.51,336637.28,Pending supervisor review due to complexity of Property Damage claim.,True,False,confidential,fnol_portal,2025-10-07T15:49:58.138487,2025-12-15T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000204,POL-000294,Hodges-Clay,Commercial Auto,2025-06-22,Hail,Open,338561.25,143183.15,Additional documentation requested from insured regarding Hail.,False,False,restricted,adjuster_workbench,2025-06-30T15:49:58.138487,2025-09-06T15:49:58.138487,claims_manager_001,claims_manager_001
CLM-000205,POL-000126,Arnold-Johnson,Commercial Property,2024-03-07,Hail,Litigation,116078.41,1087.14,Initial review completed for Hail. Claim status is currently Litigation.,False,False,internal,fnol_portal,2024-03-09T15:49:58.138487,2024-05-09T15:49:58.138487,claims_adjuster_002,claims_manager_001
CLM-000206,POL-000105,"Chen, Patterson and Romero",Umbrella,2025-06-24,General Liability,Litigation,206201.2,96500.69,Pending supervisor review due to complexity of General Liability claim.,False,False,restricted,fnol_portal,2025-06-24T15:49:58.138487,2025-08-01T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000207,POL-000160,"Aguirre, Young and Black",Workers Compensation,2025-08-21,Theft,Litigation,433440.39,286974.35,Claim file updated after inspection. Current status: Litigation.,False,False,internal,claims_core_system,2025-08-28T15:49:58.138487,2025-11-04T15:49:58.138487,claims_adjuster_002,claims_adjuster_002
CLM-000208,POL-000045,"Perkins, Brooks and Moore",Commercial Auto,2024-05-18,Workers Compensation,Litigation,426117.32,383582.82,Pending supervisor review due to complexity of Workers Compensation claim.,True,False,internal,claims_core_system,2024-05-20T15:49:58.138487,2024-07-21T15:49:58.138487,claims_manager_001,claims_manager_001
CLM-000209,POL-000187,"Rose, Stuart and Lynch",Commercial Property,2025-05-07,Property Damage,Litigation,319395.7,251162.68,Pending supervisor review due to complexity of Property Damage claim.,False,False,restricted,adjuster_workbench,2025-05-16T15:49:58.138487,2025-06-27T15:49:58.138487,claims_manager_001,claims_manager_001
CLM-000210,POL-000146,Foster-Gross,General Liability,2024-12-25,Workers Compensation,In Review,471638.94,427572.5,Claim file updated after inspection. Current status: In Review.,False,False,restricted,fnol_portal,2025-01-04T15:49:58.138487,2025-03-13T15:49:58.138487,claims_adjuster_001,claims_manager_001
CLM-000211,POL-000116,Castillo-Crawford,Workers Compensation,2024-06-03,Fire,Litigation,451699.13,349124.91,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2024-06-05T15:49:58.138487,2024-06-16T15:49:58.138487,claims_adjuster_002,claims_adjuster_002
CLM-000212,POL-000132,Cannon LLC,Commercial Auto,2023-12-21,Hail,Denied,416028.96,121008.03,Initial review completed for Hail. Claim status is currently Denied.,False,True,confidential,fnol_portal,2023-12-29T15:49:58.138487,2024-02-22T15:49:58.138487,claims_adjuster_001,claims_adjuster_002
CLM-000213,POL-000031,Alexander-Davis,Commercial Property,2026-01-02,General Liability,Litigation,430615.25,362355.34,Initial review completed for General Liability. Claim status is currently Litigation.,True,False,restricted,fnol_portal,2026-01-09T15:49:58.138487,2026-04-06T15:49:58.138487,claims_adjuster_001,claims_manager_001
CLM-000214,POL-000154,Schaefer Ltd,Commercial Property,2026-02-08,Theft,Closed,107209.83,7231.64,Initial review completed for Theft. Claim status is currently Closed.,False,False,restricted,claims_core_system,2026-02-17T15:49:58.138487,2026-06-02T15:49:58.138487,claims_manager_001,claims_adjuster_001
CLM-000215,POL-000230,"Snyder, Taylor and Jones",Workers Compensation,2026-02-09,Hail,In Review,72601.36,34712.12,Pending supervisor review due to complexity of Hail claim.,False,False,restricted,fnol_portal,2026-02-18T15:49:58.138487,2026-05-08T15:49:58.138487,claims_adjuster_002,claims_manager_001
CLM-000216,POL-000124,"Elliott, Vasquez and Johnson",Umbrella,2024-01-03,General Liability,Litigation,375986.57,26365.38,Initial review completed for General Liability. Claim status is currently Litigation.,True,True,restricted,fnol_portal,2024-01-06T15:49:58.138487,2024-03-27T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000217,POL-000147,"Escobar, Baker and Kirby",Commercial Property,2024-10-09,Fire,Litigation,385355.39,293530.79,Pending supervisor review due to complexity of Fire claim.,True,False,confidential,claims_core_system,2024-10-17T15:49:58.138487,2025-01-18T15:49:58.138487,claims_manager_001,claims_adjuster_001
CLM-000218,POL-000287,Mora Group,Umbrella,2024-10-31,Auto Liability,In Review,254639.17,10925.34,Claim file updated after inspection. Current status: In Review.,False,False,confidential,claims_core_system,2024-11-01T15:49:58.138487,2025-02-10T15:49:58.138487,claims_adjuster_002,claims_manager_001
CLM-000219,POL-000188,Taylor-Sparks,Commercial Auto,2026-01-31,Property Damage,Litigation,200239.66,100486.19,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,restricted,fnol_portal,2026-02-05T15:49:58.138487,2026-05-05T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000220,POL-000121,Thomas-Clayton,Umbrella,2025-10-22,Auto Liability,Open,486239.08,426132.36,Claim file updated after inspection. Current status: Open.,False,False,confidential,adjuster_workbench,2025-10-24T15:49:58.138487,2025-12-01T15:49:58.138487,claims_adjuster_001,claims_adjuster_001
CLM-000221,POL-000178,"Avila, Kennedy and Smith",Commercial Auto,2025-03-06,Hail,In Review,25908.41,17861.73,Claim file updated after inspection. Current status: In Review.,False,False,restricted,adjuster_workbench,2025-03-15T15:49:58.138487,2025-04-06T15:49:58.138487,claims_adjuster_002,claims_adjuster_002
CLM-000222,POL-000197,Bowen-Garcia,Commercial Auto,2025-08-13,Fire,Closed,89226.96,59339.08,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,True,confidential,claims_core_system,2025-08-22T15:49:58.138487,2025-10-07T15:49:58.138487,claims_manager_001,claims_adjuster_001
CLM-000223,POL-000277,Ruiz and Sons,Umbrella,2025-06-08,Workers Compensation,Litigation,273368.95,136971.25,Initial review completed for Workers Compensation. Claim status is currently Litigation.,True,True,internal,adjuster_workbench,2025-06-17T15:49:58.138487,2025-08-02T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000224,POL-000214,Smith-Cervantes,Workers Compensation,2024-03-09,Fire,Open,204527.42,143556.91,Pending supervisor review due to complexity of Fire claim.,False,False,confidential,adjuster_workbench,2024-03-12T15:49:58.138487,2024-05-31T15:49:58.138487,claims_manager_001,claims_adjuster_002
CLM-000225,POL-000253,"Joseph, Adams and Brown",General Liability,2024-04-09,Hail,Litigation,207404.01,190219.16,Pending supervisor review due to complexity of Hail claim.,True,True,confidential,claims_core_system,2024-04-15T15:49:58.138487,2024-06-21T15:49:58.138487,claims_adjuster_002,claims_adjuster_001
CLM-000226,POL-000058,West Inc,Commercial Auto,2024-01-05,General Liability,Litigation,250804.54,21588.09,Pending supervisor review due to complexity of General Liability claim.,False,True,internal,fnol_portal,2024-01-14T15:49:58.143877,2024-01-14T15:49:58.143877,claims_adjuster_001,claims_adjuster_001
CLM-000227,POL-000099,Kane-Leonard,Commercial Property,2025-04-05,Auto Liability,Open,389675.44,69628.31,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,False,confidential,claims_core_system,2025-04-06T15:49:58.143877,2025-04-27T15:49:58.143877,claims_adjuster_002,claims_manager_001
CLM-000228,POL-000158,Price-Jackson,Workers Compensation,2024-05-27,General Liability,In Review,380287.31,32151.59,Initial review completed for General Liability. Claim status is currently In Review.,False,False,confidential,adjuster_workbench,2024-05-31T15:49:58.143877,2024-08-19T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000229,POL-000187,Lewis Group,Commercial Property,2023-12-03,General Liability,Open,55662.14,11067.55,Initial review completed for General Liability. Claim status is currently Open.,False,True,internal,claims_core_system,2023-12-13T15:49:58.143877,2024-01-26T15:49:58.143877,claims_adjuster_001,claims_adjuster_001
CLM-000230,POL-000046,Valentine-Morrison,Umbrella,2024-10-01,Auto Liability,In Review,495184.02,62461.9,Additional documentation requested from insured regarding Auto Liability.,False,False,restricted,fnol_portal,2024-10-09T15:49:58.143877,2024-12-16T15:49:58.143877,claims_adjuster_002,claims_adjuster_001
CLM-000231,POL-000206,Diaz LLC,Commercial Auto,2025-06-08,Workers Compensation,Closed,305359.06,58324.61,Claim file updated after inspection. Current status: Closed.,False,True,restricted,fnol_portal,2025-06-14T15:49:58.143877,2025-09-25T15:49:58.143877,claims_adjuster_002,claims_manager_001
CLM-000232,POL-000217,"Perez, Dyer and Carter",Umbrella,2024-04-23,Workers Compensation,Litigation,164373.38,122625.33,Pending supervisor review due to complexity of Workers Compensation claim.,True,True,confidential,claims_core_system,2024-05-02T15:49:58.143877,2024-08-21T15:49:58.143877,claims_adjuster_002,claims_manager_001
CLM-000233,POL-000286,"Adams, Singleton and Davis",Commercial Property,2025-04-08,Auto Liability,Denied,226832.46,211253.31,Pending supervisor review due to complexity of Auto Liability claim.,False,False,restricted,claims_core_system,2025-04-09T15:49:58.143877,2025-07-14T15:49:58.143877,claims_adjuster_002,claims_adjuster_001
CLM-000234,POL-000159,Webb Inc,Umbrella,2025-05-05,Windstorm,Litigation,363809.03,38094.33,Claim file updated after inspection. Current status: Litigation.,True,True,restricted,claims_core_system,2025-05-06T15:49:58.143877,2025-08-01T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000235,POL-000166,Reid-Robinson,General Liability,2024-01-05,Fire,Litigation,253079.88,116863.19,Additional documentation requested from insured regarding Fire.,True,False,confidential,fnol_portal,2024-01-10T15:49:58.143877,2024-02-13T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000236,POL-000247,Ruiz Group,Umbrella,2024-08-30,Theft,In Review,35671.93,29066.28,Pending supervisor review due to complexity of Theft claim.,False,False,restricted,fnol_portal,2024-09-02T15:49:58.143877,2024-10-23T15:49:58.143877,claims_adjuster_002,claims_manager_001
CLM-000237,POL-000077,Turner Inc,Umbrella,2026-02-24,Windstorm,Pending Documents,478845.45,406559.92,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,internal,fnol_portal,2026-02-28T15:49:58.143877,2026-05-12T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000238,POL-000234,Williams PLC,Umbrella,2025-10-16,Property Damage,Open,242241.16,161313.5,Pending supervisor review due to complexity of Property Damage claim.,False,False,restricted,fnol_portal,2025-10-24T15:49:58.143877,2025-11-08T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000239,POL-000269,Rivera Group,Commercial Property,2026-02-20,Property Damage,Open,484945.12,316024.65,Pending supervisor review due to complexity of Property Damage claim.,False,False,internal,adjuster_workbench,2026-03-01T15:49:58.143877,2026-06-04T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000240,POL-000115,Schultz Inc,Umbrella,2025-01-22,Fire,Litigation,121624.56,94715.66,Pending supervisor review due to complexity of Fire claim.,True,False,internal,adjuster_workbench,2025-01-29T15:49:58.143877,2025-05-17T15:49:58.143877,claims_manager_001,claims_adjuster_001
CLM-000241,POL-000030,"Simmons, Sosa and Jimenez",Workers Compensation,2025-08-28,General Liability,Pending Documents,492556.98,330325.22,Pending supervisor review due to complexity of General Liability claim.,False,True,restricted,adjuster_workbench,2025-09-01T15:49:58.143877,2025-12-24T15:49:58.143877,claims_adjuster_001,claims_manager_001
CLM-000242,POL-000128,"Wilson, Moore and Martinez",General Liability,2024-11-19,General Liability,Denied,289607.08,271870.32,Pending supervisor review due to complexity of General Liability claim.,False,True,internal,adjuster_workbench,2024-11-19T15:49:58.143877,2025-01-04T15:49:58.143877,claims_adjuster_002,claims_manager_001
CLM-000243,POL-000251,"Kramer, Williams and Arroyo",Workers Compensation,2025-04-05,Auto Liability,Closed,339852.3,31162.87,Initial review completed for Auto Liability. Claim status is currently Closed.,False,True,restricted,claims_core_system,2025-04-13T15:49:58.143877,2025-06-25T15:49:58.143877,claims_adjuster_002,claims_adjuster_001
CLM-000244,POL-000259,Davis LLC,Workers Compensation,2025-12-03,Fire,In Review,349021.58,64025.9,Pending supervisor review due to complexity of Fire claim.,False,False,confidential,adjuster_workbench,2025-12-11T15:49:58.143877,2026-01-01T15:49:58.143877,claims_adjuster_001,claims_adjuster_001
CLM-000245,POL-000007,King-Hess,General Liability,2024-05-04,Auto Liability,In Review,327119.13,155421.66,Pending supervisor review due to complexity of Auto Liability claim.,False,False,confidential,claims_core_system,2024-05-08T15:49:58.143877,2024-06-04T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000246,POL-000032,"Martin, Taylor and Wood",Commercial Property,2026-03-09,General Liability,Closed,174104.47,134806.58,Initial review completed for General Liability. Claim status is currently Closed.,False,False,internal,fnol_portal,2026-03-18T15:49:58.143877,2026-04-15T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000247,POL-000038,Barnes-Shaw,Umbrella,2025-12-02,Property Damage,Litigation,180111.86,123979.26,Pending supervisor review due to complexity of Property Damage claim.,True,False,internal,adjuster_workbench,2025-12-05T15:49:58.143877,2026-02-27T15:49:58.143877,claims_adjuster_001,claims_manager_001
CLM-000248,POL-000100,"Allen, Powell and Bradford",Workers Compensation,2024-07-01,Workers Compensation,Litigation,289142.93,95516.26,Initial review completed for Workers Compensation. Claim status is currently Litigation.,True,True,confidential,adjuster_workbench,2024-07-07T15:49:58.143877,2024-08-13T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000249,POL-000156,"Sims, Meyer and Patterson",Commercial Property,2026-05-01,Workers Compensation,Open,278170.73,141055.18,Additional documentation requested from insured regarding Workers Compensation.,False,False,confidential,adjuster_workbench,2026-05-09T15:49:58.143877,2026-09-03T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000250,POL-000035,"Cook, Roberts and Petersen",Commercial Auto,2026-05-01,Hail,In Review,57633.64,10009.46,Claim file updated after inspection. Current status: In Review.,False,True,restricted,fnol_portal,2026-05-08T15:49:58.143877,2026-06-22T15:49:58.143877,claims_manager_001,claims_manager_001
CLM-000251,POL-000208,Hayes and Sons,Commercial Property,2024-11-08,Water Damage,Litigation,465819.0,378574.9,Additional documentation requested from insured regarding Water Damage.,True,False,restricted,adjuster_workbench,2024-11-14T15:49:58.143877,2025-03-01T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000252,POL-000243,Garcia PLC,Commercial Auto,2025-05-02,Workers Compensation,Litigation,393173.81,67296.45,Additional documentation requested from insured regarding Workers Compensation.,True,False,restricted,adjuster_workbench,2025-05-02T15:49:58.143877,2025-07-03T15:49:58.143877,claims_adjuster_001,claims_adjuster_002
CLM-000253,POL-000060,"Bradley, Church and Andrews",Workers Compensation,2026-03-28,Workers Compensation,In Review,474294.47,366772.55,Claim file updated after inspection. Current status: In Review.,False,False,internal,adjuster_workbench,2026-04-02T15:49:58.143877,2026-04-13T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000254,POL-000136,Chen Inc,Commercial Property,2025-02-14,General Liability,Denied,320169.83,307210.71,Coverage review in progress. Adjuster evaluating damages related to General Liability.,False,True,restricted,claims_core_system,2025-02-21T15:49:58.143877,2025-03-31T15:49:58.143877,claims_manager_001,claims_adjuster_002
CLM-000255,POL-000110,Brown Group,Workers Compensation,2025-02-02,General Liability,Litigation,330312.39,12593.76,Initial review completed for General Liability. Claim status is currently Litigation.,True,False,confidential,fnol_portal,2025-02-12T15:49:58.143877,2025-03-01T15:49:58.143877,claims_adjuster_001,claims_adjuster_002
CLM-000256,POL-000073,Moon PLC,Commercial Auto,2025-06-28,General Liability,Litigation,460861.12,197119.23,Claim file updated after inspection. Current status: Litigation.,True,True,internal,fnol_portal,2025-07-08T15:49:58.143877,2025-10-19T15:49:58.143877,claims_adjuster_002,claims_adjuster_001
CLM-000257,POL-000111,"Perez, Skinner and Smith",Commercial Auto,2024-12-31,Theft,Litigation,442054.86,293594.6,Additional documentation requested from insured regarding Theft.,False,True,internal,claims_core_system,2025-01-01T15:49:58.143877,2025-01-14T15:49:58.143877,claims_adjuster_001,claims_manager_001
CLM-000258,POL-000271,Hamilton-Valentine,Commercial Property,2024-09-11,Water Damage,Pending Documents,418057.01,399032.02,Initial review completed for Water Damage. Claim status is currently Pending Documents.,False,True,confidential,fnol_portal,2024-09-14T15:49:58.147343,2024-11-25T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000259,POL-000196,Miller-Martinez,Umbrella,2024-11-22,Hail,Litigation,86900.22,7920.56,Initial review completed for Hail. Claim status is currently Litigation.,False,False,internal,claims_core_system,2024-12-01T15:49:58.147343,2025-03-16T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000260,POL-000293,"Cunningham, Young and Howell",Umbrella,2024-10-18,Theft,Litigation,143641.04,11238.3,Pending supervisor review due to complexity of Theft claim.,True,False,confidential,fnol_portal,2024-10-20T15:49:58.147343,2024-12-22T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000261,POL-000135,Jones PLC,Umbrella,2025-03-30,Windstorm,Litigation,55195.42,19580.82,Initial review completed for Windstorm. Claim status is currently Litigation.,False,False,confidential,claims_core_system,2025-04-09T15:49:58.147343,2025-07-27T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000262,POL-000124,Roberts-Cannon,General Liability,2024-05-01,Water Damage,Litigation,162014.75,112819.43,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,True,False,internal,fnol_portal,2024-05-10T15:49:58.147343,2024-06-12T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000263,POL-000213,Hart-Smith,Commercial Property,2024-10-21,Property Damage,In Review,324595.74,195353.2,Pending supervisor review due to complexity of Property Damage claim.,False,False,internal,fnol_portal,2024-10-30T15:49:58.147343,2024-12-14T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000264,POL-000232,"Walker, Wolfe and Martin",Commercial Property,2025-04-28,General Liability,Litigation,430902.47,298659.68,Claim file updated after inspection. Current status: Litigation.,True,True,confidential,adjuster_workbench,2025-05-02T15:49:58.147343,2025-07-31T15:49:58.147343,claims_adjuster_002,claims_adjuster_002
CLM-000265,POL-000290,Turner-Lewis,Umbrella,2025-07-08,Hail,In Review,328759.32,273431.5,Additional documentation requested from insured regarding Hail.,False,True,confidential,fnol_portal,2025-07-18T15:49:58.147343,2025-10-02T15:49:58.147343,claims_adjuster_002,claims_manager_001
CLM-000266,POL-000201,"Ford, Martin and King",Commercial Auto,2025-10-12,Property Damage,Denied,372756.01,219201.21,Pending supervisor review due to complexity of Property Damage claim.,False,True,internal,claims_core_system,2025-10-21T15:49:58.147343,2025-12-01T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000267,POL-000013,"Henry, Harris and Acevedo",Commercial Property,2024-07-07,Property Damage,In Review,127964.09,121938.68,Pending supervisor review due to complexity of Property Damage claim.,False,False,restricted,adjuster_workbench,2024-07-17T15:49:58.147343,2024-07-29T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000268,POL-000101,Harris PLC,Umbrella,2024-04-14,Hail,Litigation,100561.25,61869.35,Coverage review in progress. Adjuster evaluating damages related to Hail.,True,False,internal,claims_core_system,2024-04-18T15:49:58.147343,2024-06-19T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000269,POL-000279,Phillips PLC,Umbrella,2024-01-23,Fire,Pending Documents,414108.39,208441.11,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,True,internal,fnol_portal,2024-01-26T15:49:58.147343,2024-03-20T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000270,POL-000117,Mullins-Baker,Umbrella,2025-12-22,Workers Compensation,Litigation,437347.05,41401.29,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,False,restricted,claims_core_system,2026-01-01T15:49:58.147343,2026-02-24T15:49:58.147343,claims_adjuster_002,claims_adjuster_001
CLM-000271,POL-000222,Miller PLC,Commercial Auto,2025-02-23,Water Damage,Closed,230135.8,92214.59,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,confidential,claims_core_system,2025-02-27T15:49:58.147343,2025-04-09T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000272,POL-000280,Kim-Clark,General Liability,2024-02-07,Fire,Pending Documents,273193.67,150275.56,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,True,confidential,adjuster_workbench,2024-02-10T15:49:58.147343,2024-04-20T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000273,POL-000171,Lucas and Sons,Workers Compensation,2023-12-12,Windstorm,Pending Documents,154875.41,116075.36,Initial review completed for Windstorm. Claim status is currently Pending Documents.,False,False,confidential,fnol_portal,2023-12-19T15:49:58.147343,2024-03-06T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000274,POL-000270,"Dixon, Sandoval and Chambers",Umbrella,2025-03-27,Water Damage,Pending Documents,76880.29,2402.42,Additional documentation requested from insured regarding Water Damage.,False,False,restricted,claims_core_system,2025-03-31T15:49:58.147343,2025-04-25T15:49:58.147343,claims_manager_001,claims_manager_001
CLM-000275,POL-000164,"Estrada, Perry and Gonzalez",Umbrella,2025-01-13,Theft,Pending Documents,286659.37,15869.44,Coverage review in progress. Adjuster evaluating damages related to Theft.,False,True,internal,fnol_portal,2025-01-22T15:49:58.147343,2025-03-31T15:49:58.147343,claims_manager_001,claims_adjuster_002
CLM-000276,POL-000173,Morales-Thompson,Workers Compensation,2024-07-18,Windstorm,In Review,258043.48,214224.32,Additional documentation requested from insured regarding Windstorm.,False,False,internal,adjuster_workbench,2024-07-19T15:49:58.147343,2024-08-25T15:49:58.147343,claims_adjuster_001,claims_manager_001
CLM-000277,POL-000011,Daniels Inc,Commercial Auto,2025-02-23,Water Damage,Litigation,297469.76,110293.02,Pending supervisor review due to complexity of Water Damage claim.,False,False,confidential,adjuster_workbench,2025-02-24T15:49:58.147343,2025-04-26T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
CLM-000278,POL-000292,Hardy Group,General Liability,2024-06-25,Fire,Pending Documents,208714.28,40249.27,Additional documentation requested from insured regarding Fire.,False,False,confidential,fnol_portal,2024-07-03T15:49:58.147343,2024-08-16T15:49:58.147343,claims_manager_001,claims_adjuster_001
CLM-000279,POL-000143,White-Mcintosh,Commercial Auto,2024-03-26,Theft,Pending Documents,334661.9,211027.25,Pending supervisor review due to complexity of Theft claim.,False,False,confidential,fnol_portal,2024-04-02T15:49:58.147343,2024-06-05T15:49:58.147343,claims_adjuster_001,claims_adjuster_001
CLM-000280,POL-000143,Rodriguez Inc,Commercial Property,2025-01-17,Windstorm,Closed,336628.67,228993.88,Additional documentation requested from insured regarding Windstorm.,False,False,restricted,claims_core_system,2025-01-24T15:49:58.147343,2025-04-07T15:49:58.147343,claims_adjuster_001,claims_adjuster_002
